both,lidar,radar
8.68E-08,0.000183444,2.76E-05
0.000869861,0.00026668,0.00281467
0.000355106,0.00469256,0.000495876
0.000168581,0.00016595,8.51E-05
3.94E-06,0.00029148,1.88E-05
0.000709001,0.000396712,0.00137116
0.000630508,0.00554626,0.000905041
4.88E-05,4.28E-05,5.26E-05
2.04E-06,0.00012742,7.19E-06
0.000106779,1.67E-05,0.00165036
0.000701341,0.00302817,0.00129617
8.29E-05,4.66E-05,4.78E-05
9.32E-07,0.000200029,1.54E-07
0.000441095,6.13E-05,0.00395781
0.000187883,0.00368775,0.000586895
3.12E-05,1.03E-05,0.000102726
5.20E-06,0.000184602,9.12E-07
0.000160795,7.22E-07,0.0044284
0.000388198,0.00319945,0.000891056
2.45E-05,1.12E-05,3.47E-06
8.56E-06,0.000272415,2.11E-08
0.00016647,2.20E-05,0.00299051
0.000547877,0.00383782,0.00109109
7.35E-06,2.01E-05,2.20E-05
1.16E-05,0.000189311,3.69E-06
3.09E-05,0.0001664,0.00341355
0.000690438,0.00266204,0.0014689
2.19E-06,2.51E-05,0.000136861
5.62E-06,0.000269667,1.14E-05
4.82E-05,8.01E-05,0.00512408
8.74E-09,0.00321369,0.000119949
2.50E-05,7.15E-06,0.000235422
1.42E-05,0.000193441,1.63E-05
0.000733689,0.000258912,0.00567595
6.41E-05,0.00224347,0.000255996
1.58E-05,1.28E-05,6.72E-12
2.55E-05,0.000267399,1.33E-05
0.000558614,0.000400403,0.002808
0.000368264,0.00272167,0.000691778
5.47E-05,5.51E-05,7.54E-06
2.95E-05,0.000131095,2.56E-05
0.00109562,0.000971757,0.00322977
0.000522695,0.00136058,0.000961689
9.90E-05,8.21E-05,0.000127243
2.30E-05,0.000178759,3.20E-05
0.00171685,0.00123052,0.00493822
4.67E-05,0.00171573,0.00016799
5.92E-05,3.36E-05,0.00022088
8.00E-05,0.000468492,4.09E-05
0.00118411,0.000653507,0.00548844
0.000316792,0.00383631,0.000303143
5.72E-05,5.13E-05,5.62E-06
4.19E-05,0.000614177,3.49E-06
0.0012161,0.000869472,0.00313095
6.95E-06,0.004372,1.16E-06
3.90E-05,3.28E-05,2.77E-05
3.45E-05,0.000338941,3.64E-06
0.000917018,0.000651894,0.00357557
1.70E-07,0.00199116,9.74E-06
5.06E-05,5.03E-05,1.73E-05
5.48E-05,0.000427925,1.47E-05
0.000975455,0.000866596,0.0032886
0.000296297,0.00235876,0.000449384
2.52E-05,2.11E-05,5.05E-05
7.92E-05,0.000365729,2.47E-05
0.000636562,0.000513832,0.00374026
0.000482712,0.00174541,0.000628168
5.91E-05,3.39E-05,0.000278437
7.12E-05,0.000451565,1.17E-05
0.00104774,0.000704585,0.0053547
0.000527085,0.00206626,0.000669946
3.39E-05,2.35E-05,0.000416079
3.84E-05,9.15E-05,2.29E-05
0.000679789,0.000580827,0.0059141
0.000407529,0.000149055,0.000868286
4.76E-05,3.76E-05,0.000310637
5.71E-05,0.000104703,3.97E-05
0.000846721,0.000779407,0.00508159
0.000570499,0.000246304,0.000881199
8.60E-05,7.56E-05,0.000451074
0.000100281,0.000171821,6.15E-05
0.00124722,0.00119282,0.00561818
0.000864913,0.000595586,0.00108893
9.38E-05,0.000110167,0.000160597
6.06E-05,0.000206487,1.68E-05
0.00128945,0.00146362,0.00358392
3.28E-05,0.000762022,6.75E-05
9.56E-05,0.000107407,0.000247329
4.29E-05,7.69E-05,2.09E-05
0.0011969,0.00132257,0.00403009
3.62E-05,0.000149294,0.000128427
0.000145786,0.000150061,0.00037794
5.46E-05,8.88E-05,3.84E-05
0.00157403,0.00159956,0.0046165
8.59E-05,0.000231113,0.000147044
0.000251598,0.000261841,0.000523462
4.14E-05,2.93E-05,4.70E-05
0.00227981,0.0023505,0.00510476
8.93E-05,2.90E-05,0.000224735
0.000281731,0.000348037,0.000254758
7.20E-05,3.28E-05,9.67E-05
0.0022253,0.00270168,0.00359806
0.0003742,6.64E-05,0.000540048
0.000123352,0.000140198,0.000361314
8.06E-05,4.23E-05,0.00012171
0.0008259,0.000932512,0.00401902
0.000461397,0.000135687,0.000668106
0.000120758,0.000180282,0.000131332
4.74E-05,5.09E-05,5.48E-05
0.000762845,0.00115314,0.00239628
4.41E-06,0.000200887,2.15E-05
0.000157528,0.000201058,0.000195002
3.92E-05,3.10E-05,5.89E-05
0.000975613,0.00120267,0.00273177
9.91E-06,0.00011031,4.99E-05
0.000203455,0.000254845,0.000292645
1.30E-05,3.76E-05,1.75E-05
0.00118307,0.00144103,0.00296312
0.000308066,0.000164263,0.000268812
6.36E-06,6.99E-06,0.000394748
3.88E-06,7.73E-06,1.16E-05
8.90E-07,1.05E-06,0.00331787
0.000245003,1.97E-05,0.000199452
5.29E-06,7.68E-06,0.000219712
1.17E-07,9.26E-06,3.49E-06
9.31E-06,1.80E-05,0.00224014
0.00055413,4.30E-05,0.000566718
2.04E-05,2.49E-05,0.000296919
4.30E-07,4.39E-06,5.21E-07
0.000134695,0.000155079,0.00253676
0.000456479,2.63E-05,0.000471525
2.89E-05,3.22E-05,0.000251958
4.98E-08,5.71E-06,2.20E-06
0.000242956,0.000239983,0.00232294
8.14E-05,4.98E-05,0.000107017
3.14E-05,4.00E-05,0.000335581
7.29E-07,1.95E-05,1.01E-06
0.000182465,0.000234834,0.00260858
1.09E-05,0.000174606,7.18E-05
1.88E-05,4.90E-05,0.00041479
6.29E-07,2.61E-05,7.97E-08
2.74E-05,0.000153401,0.00285884
1.80E-05,0.000223306,5.52E-06
2.29E-05,4.36E-05,0.000531806
6.31E-07,1.05E-05,1.31E-07
9.97E-06,5.04E-05,0.00315482
3.01E-05,9.26E-05,4.53E-07
9.42E-06,4.72E-05,0.000538307
3.88E-06,1.40E-05,3.42E-06
2.02E-05,1.89E-05,0.00294279
5.38E-05,0.000125141,2.66E-11
4.67E-05,9.22E-05,0.000672075
1.26E-05,3.75E-05,3.53E-06
1.53E-05,7.29E-05,0.003223
0.000131172,0.000302481,2.28E-06
1.95E-05,9.89E-05,0.000733519
1.11E-05,4.91E-05,9.34E-07
2.88E-05,3.56E-05,0.0030608
5.78E-05,0.000352632,1.10E-05
3.22E-06,1.70E-06,0.000890869
5.66E-06,1.24E-05,6.86E-07
0.000568358,0.000391649,0.00332525
3.20E-05,7.10E-05,3.85E-06
3.54E-06,6.40E-08,0.00035234
7.90E-06,1.57E-05,2.33E-06
0.000561616,0.000489102,0.00144395
0.000183652,9.37E-05,8.32E-05
3.98E-05,2.94E-05,0.000427831
1.23E-05,2.13E-05,4.01E-06
0.00120005,0.00131034,0.00161526
0.000199092,0.000126302,0.000106153
3.94E-05,5.28E-05,0.000175309
5.68E-06,2.69E-05,4.23E-06
0.000865057,0.0014667,0.00050668
1.27E-05,0.000152335,1.98E-05
4.95E-05,5.67E-05,0.000207023
1.26E-06,1.93E-06,3.44E-06
0.000866442,0.00128627,0.000602256
1.87E-05,3.03E-06,1.14E-05
6.06E-05,8.75E-05,0.000143733
1.09E-06,2.24E-06,1.09E-06
0.000769288,0.00142646,0.000309166
0.000250448,7.46E-06,0.000220941
2.83E-05,4.41E-05,0.000166118
1.57E-06,4.81E-05,3.11E-06
0.000351281,0.000751088,0.000377403
6.69E-05,0.000308206,0.00019332
2.31E-05,6.47E-05,4.16E-05
3.44E-06,6.11E-05,7.19E-07
0.000279444,0.000848446,8.59E-05
8.94E-06,0.000337958,1.43E-05
2.15E-06,1.23E-05,4.82E-05
1.48E-05,9.83E-05,4.55E-07
4.44E-05,0.000222847,0.000119436
8.91E-06,0.000495436,8.85E-06
1.37E-05,1.84E-05,0.000136858
5.99E-06,0.000121441,1.20E-06
0.000130843,0.000271359,0.00030308
8.10E-05,0.000526981,0.000211531
5.46E-06,1.87E-06,0.000158265
1.24E-06,1.68E-07,3.25E-06
6.07E-05,6.40E-05,0.000355168
0.000180887,8.94E-05,0.000191165
2.07E-06,3.24E-06,2.96E-05
8.75E-08,7.52E-07,4.71E-06
4.51E-05,8.75E-05,4.70E-05
9.08E-06,7.75E-05,2.40E-06
1.26E-06,1.33E-06,3.37E-05
2.67E-09,2.12E-06,4.42E-06
3.74E-05,5.77E-05,6.57E-05
6.64E-06,7.46E-05,9.40E-07
2.00E-05,2.43E-06,0.000163783
2.17E-06,3.50E-06,1.23E-06
0.000226882,7.64E-05,0.000398001
6.61E-05,6.56E-05,0.000115551
7.60E-10,7.20E-06,0.000190265
9.12E-09,3.77E-07,2.66E-06
2.29E-06,6.71E-06,0.000439497
3.56E-06,2.06E-09,0.000105199
7.11E-06,7.74E-06,6.98E-06
6.42E-06,3.84E-07,3.12E-05
3.67E-05,2.67E-06,4.74E-06
1.17E-05,1.40E-07,3.40E-06
5.40E-07,4.55E-08,6.50E-06
3.88E-06,4.50E-07,3.22E-05
9.29E-07,3.74E-05,1.77E-06
1.98E-06,6.60E-07,4.89E-06
1.81E-05,1.23E-08,0.000155717
4.35E-06,5.14E-07,1.60E-05
0.000334758,4.68E-05,0.000478071
5.64E-05,1.28E-06,1.44E-05
3.02E-05,5.94E-06,0.000183886
2.39E-06,3.07E-07,1.76E-05
0.000398149,0.000159667,0.000504158
3.41E-05,4.41E-06,1.65E-05
1.25E-05,9.46E-06,3.95E-05
5.35E-06,4.26E-07,5.56E-05
6.63E-05,0.000172599,1.44E-06
2.14E-07,3.50E-06,5.04E-06
8.07E-07,2.42E-06,4.03E-05
3.40E-05,3.96E-05,5.72E-05
2.88E-05,1.50E-07,2.63E-06
8.93E-05,0.000282613,5.84E-06
1.52E-05,2.45E-06,4.74E-06
6.53E-05,5.07E-05,0.000129039
9.21E-05,4.87E-09,0.00010963
0.000465367,0.000285925,0.000433705
3.45E-05,2.58E-05,7.24E-06
8.26E-05,5.64E-05,0.000153209
0.000180069,8.30E-05,0.000104824
0.000501734,0.000249411,0.000435567
8.79E-06,3.05E-05,1.43E-05
6.66E-05,6.86E-05,9.56E-05
3.63E-05,8.07E-05,5.02E-08
0.000112413,0.000249714,2.45E-05
5.21E-06,2.43E-05,1.43E-05
3.23E-05,7.48E-06,0.000100083
6.48E-06,3.93E-05,5.06E-08
1.47E-05,7.30E-07,2.44E-05
8.61E-07,2.74E-05,1.92E-05
2.85E-05,7.22E-06,6.71E-05
3.15E-05,4.04E-05,3.50E-05
6.64E-05,8.13E-07,5.94E-05
2.53E-07,6.68E-06,2.17E-05
1.54E-05,4.29E-07,7.32E-05
8.09E-05,1.54E-06,3.25E-05
1.15E-05,3.84E-05,5.77E-05
5.74E-07,6.38E-06,3.09E-06
1.49E-05,1.16E-07,7.36E-05
1.56E-09,8.60E-07,3.35E-05
2.66E-06,4.00E-05,9.92E-06
4.20E-06,2.49E-06,2.12E-06
4.51E-07,1.07E-05,7.59E-05
6.21E-05,0.000125544,3.83E-05
0.000119001,0.000229365,8.76E-06
9.64E-06,4.50E-06,1.13E-05
8.51E-10,1.62E-05,3.36E-05
0.000214432,0.000113813,3.11E-05
3.34E-05,0.000235412,1.58E-05
4.86E-05,6.45E-05,1.31E-05
6.58E-06,3.25E-05,3.57E-05
0.000512819,0.000586507,2.45E-05
0.00019997,0.000323754,1.36E-05
3.73E-05,8.47E-05,1.93E-05
4.02E-06,4.35E-05,3.43E-05
0.000110159,0.000550135,4.04E-07
0.000230083,0.000334057,3.48E-06
1.72E-05,2.40E-05,1.94E-05
1.27E-07,5.38E-06,3.30E-05
9.12E-06,6.89E-05,3.28E-08
5.29E-05,2.48E-05,4.96E-06
1.38E-05,2.79E-05,2.18E-05
1.09E-05,6.61E-06,0.000113882
2.06E-05,5.44E-05,2.11E-05
4.89E-05,2.90E-05,0.000123377
1.42E-05,2.00E-05,2.37E-05
1.13E-05,5.22E-07,0.000125347
1.08E-05,1.12E-05,1.28E-05
3.55E-05,6.19E-08,0.000112936
2.95E-05,2.12E-05,6.61E-05
5.17E-06,5.54E-07,4.90E-05
9.77E-05,5.01E-06,0.000192105
8.23E-06,5.71E-07,5.84E-07
3.32E-05,1.37E-05,7.70E-05
7.54E-08,1.74E-05,4.91E-05
8.35E-05,2.41E-06,0.000159529
2.33E-05,0.000104275,4.29E-08
2.80E-05,1.28E-05,7.06E-05
3.40E-07,2.20E-05,2.22E-05
7.30E-06,8.10E-06,4.38E-05
4.09E-05,0.000116595,3.59E-05
3.81E-05,3.03E-05,7.54E-05
7.17E-06,3.74E-05,1.92E-05
1.11E-05,1.76E-06,2.72E-05
0.000162944,0.000189322,4.40E-05
4.23E-05,3.05E-05,7.20E-05
2.15E-06,4.64E-05,1.69E-05
0.00018101,2.45E-08,0.000281848
1.61E-05,0.000208561,2.64E-06
6.87E-05,6.98E-05,8.59E-05
2.01E-05,8.76E-05,1.61E-05
0.000209242,3.45E-05,0.000230581
0.000197579,0.000399369,5.68E-06
9.48E-05,7.38E-05,0.00013941
2.63E-05,0.000107303,4.59E-07
0.000328347,1.76E-05,0.000467885
0.000203672,0.000431051,0.000124441
4.68E-05,8.32E-08,0.000164345
1.14E-05,3.36E-05,1.02E-08
8.37E-05,0.000391318,0.000393734
2.36E-05,4.71E-05,0.000144107
3.92E-05,5.57E-07,0.000129008
8.62E-07,3.78E-05,8.74E-06
9.27E-06,0.000465621,9.66E-05
7.94E-06,6.05E-05,8.74E-06
1.08E-05,3.97E-05,0.000138726
1.32E-07,6.50E-06,7.74E-06
2.02E-05,0.0012328,6.23E-05
5.39E-05,3.08E-06,1.55E-05
1.06E-05,6.55E-05,9.51E-05
2.57E-05,6.15E-06,4.51E-05
1.12E-06,0.00137237,1.41E-05
0.000131918,5.01E-07,0.000714095
1.47E-06,9.15E-05,9.73E-05
2.37E-05,6.41E-06,6.49E-05
4.29E-05,0.00144091,2.77E-06
8.31E-05,3.28E-07,0.000771583
1.74E-06,0.000132227,0.000107823
6.77E-05,6.66E-06,0.000144198
0.000245353,0.00160377,0.000194101
0.000371849,3.02E-06,0.00123342
1.80E-06,0.000158964,9.24E-05
5.71E-05,7.18E-06,0.0001895
0.000427339,0.00158174,0.0002605
0.000215478,8.64E-06,0.00131664
8.53E-07,0.000214033,9.73E-05
1.06E-05,8.12E-06,2.36E-05
0.000172633,0.00176454,0.000105459
1.56E-06,1.79E-05,0.000117175
1.36E-07,3.96E-05,8.59E-05
8.41E-07,8.12E-06,2.94E-05
9.89E-05,0.000281705,0.000159523
0.000103672,0.000100567,0.000148018
2.23E-07,5.16E-05,5.18E-05
1.32E-06,1.10E-05,1.49E-05
6.72E-06,0.000368757,1.30E-06
3.12E-05,7.36E-05,0.000104445
2.82E-07,4.05E-05,4.99E-05
4.22E-06,4.48E-06,1.93E-05
1.21E-05,0.000284824,1.34E-05
4.05E-05,6.78E-05,0.000136906
5.54E-06,5.28E-05,8.07E-06
2.73E-05,6.54E-06,8.70E-05
0.000114414,0.000377455,0.000191206
0.000266702,9.59E-05,0.000529491
1.40E-06,6.85E-06,4.32E-06
1.11E-05,6.47E-07,0.000110196
7.40E-05,5.06E-05,0.000270514
9.54E-05,2.96E-05,0.000605826
7.48E-09,9.22E-06,7.48E-06
2.25E-05,1.24E-06,0.00011163
3.52E-05,9.61E-05,7.14E-08
0.000350487,5.11E-05,0.000851406
8.80E-07,1.85E-05,6.99E-06
4.43E-05,1.79E-05,0.000145039
3.46E-07,0.000207931,9.17E-06
0.000543715,0.000259432,0.000956195
2.74E-07,2.59E-05,3.68E-05
2.27E-05,2.57E-05,4.55E-05
2.33E-06,0.000296201,2.74E-06
0.000210103,0.000322266,0.000229058
3.01E-06,9.30E-07,3.48E-05
1.32E-05,1.28E-05,5.67E-05
4.14E-07,4.58E-05,2.04E-05
0.000117741,0.0001819,0.000291084
9.81E-06,1.90E-06,6.94E-05
1.06E-05,1.84E-05,3.15E-05
5.09E-06,9.35E-05,2.27E-07
0.000116947,0.000240187,0.000191224
8.10E-08,2.41E-05,6.83E-05
5.29E-05,6.98E-05,4.02E-05
6.96E-05,0.000418225,6.19E-06
0.000532096,0.000683111,0.000253504
1.26E-07,3.60E-05,4.74E-05
6.20E-05,9.40E-05,5.26E-05
0.000201639,0.000548523,0.000105873
0.000494543,0.000800506,0.000284058
2.01E-06,4.87E-05,3.94E-05
3.51E-05,2.95E-05,6.62E-05
0.000254481,0.000662206,0.000177339
0.000258921,0.000240537,0.000365319
2.08E-06,6.94E-05,3.77E-05
8.19E-05,3.90E-05,0.000189831
0.00028917,0.000827756,0.00033753
0.000636942,0.000318933,0.000958841
2.32E-07,4.29E-05,2.64E-05
9.34E-06,2.60E-06,0.000235812
0.000145233,0.000537825,0.000460332
5.76E-05,8.07E-06,0.00111405
5.52E-07,6.05E-05,1.87E-05
1.21E-05,2.86E-06,0.000179314
9.09E-05,0.000691484,0.000341663
0.000157462,7.78E-08,0.000934194
4.76E-07,1.56E-05,1.10E-05
2.70E-05,7.32E-06,0.000223634
0.000144931,0.000247122,0.000467581
0.000315363,0.000190598,0.00109963
1.12E-06,2.31E-05,9.43E-06
4.44E-05,1.19E-05,0.000241757
0.000207346,0.000356726,0.000516381
0.000484733,0.00027304,0.00113564
7.56E-07,1.37E-06,3.41E-06
8.48E-05,7.26E-05,0.000298247
0.000266841,9.63E-05,0.000670733
0.000791254,0.000920237,0.00133068
4.98E-06,3.04E-06,1.92E-06
9.04E-05,0.000101803,0.000245452
0.000803074,0.000169703,0.00116894
0.000526171,0.00110333,0.000756611
1.82E-05,1.80E-05,1.67E-07
0.000112133,0.000117193,0.00029186
0.00106182,0.000436395,0.00139669
0.000665922,0.00113057,0.000929614
2.84E-05,2.88E-05,2.64E-07
7.57E-05,0.000157718,9.07E-05
0.00128389,0.00058096,0.00118478
0.000334847,0.00134652,0.00022669
1.66E-05,6.33E-07,1.67E-06
7.67E-05,0.000170031,0.000106825
0.00102537,0.000142356,0.00141489
0.000326505,0.00130789,0.000333339
2.37E-05,2.18E-06,1.98E-06
9.46E-05,0.000222039,0.000118159
0.000986939,0.000229932,0.00118455
0.000498389,0.0015548,0.00052187
3.38E-05,1.29E-05,1.03E-05
8.71E-05,0.000154195,0.000145752
0.00104378,0.000472917,0.00141436
0.000462662,0.000957162,0.000688208
6.50E-05,2.27E-05,2.55E-05
5.85E-05,0.000196681,3.53E-05
0.00145545,0.000622527,0.00151895
0.000258731,0.00118442,0.00024625
6.29E-05,5.95E-05,5.00E-05
3.66E-06,1.39E-05,4.62E-05
0.00112008,0.00105074,0.00177552
5.99E-06,3.86E-05,0.000372381
6.79E-05,8.84E-05,3.97E-05
7.67E-06,1.69E-05,5.42E-05
0.000893958,0.00126543,0.00143693
9.90E-05,9.88E-05,0.000567162
0.000121337,0.000141152,6.83E-05
2.80E-05,4.08E-05,7.45E-05
0.00133499,0.00162986,0.00168387
0.000362321,0.00033173,0.000762431
7.84E-05,0.000194921,2.90E-07
2.72E-05,5.45E-05,9.82E-06
0.000525249,0.00188972,0.000431447
0.000567275,0.00048942,0.000547667
5.86E-05,9.12E-05,2.75E-06
2.67E-05,5.28E-05,1.93E-05
0.000412507,0.000844548,0.000569935
0.000558907,0.000515098,0.000751113
6.89E-05,0.000122475,6.18E-06
3.15E-05,7.20E-05,1.19E-05
0.00038984,0.00103144,0.000488758
0.000733619,0.000718478,0.000888405
3.43E-05,1.62E-05,1.35E-05
5.12E-05,0.00012751,2.53E-05
0.000240411,0.000149223,0.000631825
0.000910227,0.00119995,0.00115644
3.25E-05,2.22E-05,1.07E-06
4.66E-05,0.000171799,5.08E-07
0.000232184,0.000231568,0.00033608
0.00086488,0.00151599,0.000871772
6.67E-06,2.66E-06,4.12E-06
5.68E-05,0.000188843,5.25E-06
9.07E-05,4.84E-07,0.000452727
0.000910981,0.00157281,0.00115138
1.69E-05,2.51E-06,1.70E-05
6.11E-05,0.000249932,5.19E-06
0.000336124,4.97E-06,0.000715299
0.000824903,0.00194926,0.00118543
5.54E-05,4.68E-05,3.05E-05
6.94E-05,0.000126941,1.69E-05
0.000655292,0.000714954,0.00087434
0.0010098,0.000946446,0.00152345
7.70E-05,6.79E-05,3.73E-05
7.06E-05,0.000166395,2.45E-06
0.000797576,0.000870393,0.000916298
0.00102574,0.00125826,0.00129767
0.000107188,0.000170208,5.90E-05
3.61E-05,4.02E-05,1.21E-05
0.000858295,0.0016653,0.00108662
0.000724253,0.000328208,0.00166642
0.000151811,0.000229106,8.12E-05
3.54E-05,5.41E-05,2.74E-06
0.00144063,0.00188492,0.00175166
0.00059056,0.000530917,0.00116906
0.000144256,0.000206481,0.000124519
9.31E-06,9.20E-06,1.21E-05
0.00114842,0.00145179,0.00197003
0.000328826,0.000178587,0.0015357
0.000130892,0.000266285,7.55E-05
1.71E-05,1.46E-05,3.75E-06
0.000407045,0.00164531,0.000811629
0.000908492,0.000341816,0.00209947
0.000139364,0.000302266,0.000103384
2.77E-06,4.22E-07,1.89E-05
0.000374497,0.00162469,0.000953682
0.000629697,8.46E-05,0.0025997
0.000188131,0.000377773,0.000127438
1.68E-06,3.55E-09,1.33E-06
0.000915874,0.0018143,0.00166426
0.000459166,0.000210596,0.00167803
9.53E-05,9.13E-05,0.000178781
1.65E-07,7.43E-07,1.11E-05
0.000392618,0.000172134,0.0018482
0.00030738,0.000403162,0.00214558
7.43E-05,0.000105179,6.17E-05
4.80E-08,3.99E-06,1.13E-09
0.000174488,0.000232952,0.000845354
0.000566199,0.0006531,0.00208051
7.12E-05,0.000136111,8.75E-05
9.20E-06,1.40E-05,5.99E-06
0.000132674,0.00035709,0.000966793
0.000317575,0.000151583,0.00261483
0.000112179,0.000159965,0.000101813
1.94E-05,8.88E-06,1.22E-05
0.000660056,0.000433763,0.00170601
0.000137421,0.000322889,0.00135846
0.000109193,9.57E-05,0.000148593
1.22E-05,1.91E-06,2.28E-06
0.00060384,0.000150845,0.00185687
0.000299316,0.000633064,0.0018111
8.85E-05,0.000108763,6.71E-05
5.13E-06,4.35E-10,9.60E-06
0.000152817,0.000196059,0.000668452
0.000813878,0.000958271,0.00235911
8.85E-05,8.30E-05,9.06E-05
1.37E-07,2.71E-06,2.73E-07
0.000162899,0.000104293,0.000752841
0.00121939,0.00134306,0.00295986
0.000119799,9.31E-05,0.000143953
1.43E-06,1.31E-05,6.33E-06
0.000465142,0.000136891,0.00128283
0.00135917,0.00181233,0.00328291
4.78E-05,2.42E-05,0.000190697
1.51E-05,4.93E-06,3.05E-05
9.28E-05,9.89E-07,0.00137951
0.000551842,0.000741071,0.00400146
4.26E-05,2.40E-05,0.00013259
3.39E-06,4.98E-07,6.85E-05
0.000133206,6.73E-08,0.00126143
0.000879004,0.00110847,0.00445426
1.82E-05,1.21E-06,0.00017703
1.04E-06,1.85E-05,0.000137974
5.33E-05,0.000210173,0.00133843
0.00141752,0.00228553,0.00530168
3.17E-05,3.21E-06,0.000138768
3.68E-06,4.67E-05,8.92E-05
0.000426307,0.000181927,0.00178385
0.0012197,0.00291231,0.00412492
1.59E-05,1.57E-05,0.000193181
9.43E-06,6.38E-05,0.000163724
0.000247349,0.000277007,0.00185091
0.00146381,0.00310525,0.00495801
2.13E-05,2.27E-05,7.08E-05
1.06E-05,0.000119103,1.96E-05
0.00042615,0.000253095,0.00132068
0.00134559,0.00384088,0.0032655
1.03E-05,5.90E-06,0.000104759
1.63E-07,1.58E-05,5.52E-05
0.000200373,5.13E-05,0.00135814
0.000791893,0.00172113,0.0040244
3.67E-05,7.65E-06,0.000224013
3.71E-08,3.84E-05,6.16E-05
0.000520037,4.53E-05,0.00188474
0.000932091,0.00228911,0.00412307
5.97E-06,3.09E-05,0.000293269
1.33E-05,1.38E-06,0.00012557
0.000132265,0.000167735,0.00190271
0.000459289,0.00117974,0.00498046
7.09E-06,3.83E-05,0.00041669
1.90E-08,9.31E-06,0.000577237
8.46E-05,0.000164166,0.00177625
0.00126531,0.00166343,0.00843729
4.20E-07,4.20E-05,0.000505901
2.50E-07,3.72E-06,0.000825936
1.10E-05,0.000142857,0.00176811
0.00120349,0.00148386,0.00965019
9.20E-07,4.99E-05,0.000276958
3.20E-07,1.61E-05,0.000498633
0.000112299,0.00014702,0.00147689
0.00123585,0.00202529,0.00714156
5.54E-07,3.18E-05,0.000343481
6.19E-06,4.48E-07,0.000711857
1.70E-05,5.09E-05,0.00144594
0.000809447,0.00107938,0.0082702
1.77E-07,3.59E-05,0.000227799
4.15E-06,1.29E-06,0.00039082
0.000160649,5.82E-05,0.00142612
0.000818873,0.00155044,0.00599329
6.04E-06,6.86E-07,0.000287148
3.79E-07,5.25E-06,0.000565032
0.000229023,3.97E-05,0.0013719
0.00146817,0.00187782,0.00703605
1.30E-05,2.78E-07,0.000302203
7.15E-06,2.13E-05,0.000552599
0.0001625,2.98E-05,0.000985222
0.00212903,0.00248516,0.0073067
3.93E-06,2.51E-06,0.000357433
4.58E-06,1.38E-05,0.000778761
4.03E-05,1.03E-06,0.000920884
0.00196514,0.00221254,0.00845176
1.15E-05,2.42E-06,0.000317662
1.16E-05,3.88E-05,0.00049901
5.87E-05,2.22E-08,0.000627851
0.00231847,0.00286655,0.00716823
1.79E-06,4.09E-07,0.000361766
8.98E-06,7.46E-06,0.000712803
1.51E-06,1.92E-05,0.000561362
0.000979801,0.000841796,0.0082994
7.18E-06,6.80E-07,0.000245884
7.15E-06,1.24E-06,0.000335556
9.13E-05,8.29E-06,0.000773537
0.000909334,0.00126106,0.00557521
7.20E-08,1.36E-08,0.000289346
7.43E-05,6.83E-05,0.000492128
1.64E-09,2.37E-06,0.000681805
0.000270172,0.000326486,0.00657333
4.30E-07,5.52E-08,8.18E-05
9.98E-05,5.17E-05,1.84E-05
8.28E-06,1.13E-05,0.000330119
0.000224607,0.000601708,0.00309389
2.28E-05,9.16E-06,9.79E-05
3.12E-06,2.08E-05,5.22E-05
0.00013731,1.43E-05,0.000260752
0.00252313,0.00338547,0.00384346
2.73E-05,9.98E-06,0.000117598
2.64E-05,5.82E-05,0.000183613
0.000113079,2.59E-06,0.000250914
0.00335321,0.00416209,0.00516549
1.77E-05,1.83E-05,0.000133767
4.01E-06,7.62E-06,0.000298607
1.34E-05,4.74E-06,0.000181953
0.00230741,0.00241325,0.00610527
1.67E-05,1.87E-05,3.78E-05
1.34E-05,2.88E-05,0.000111532
4.56E-05,1.03E-07,0.000155507
0.00242524,0.00306597,0.00449045
2.29E-05,4.73E-05,4.49E-05
1.16E-05,1.28E-05,0.000197397
1.70E-05,1.56E-05,9.59E-05
0.00233203,0.00241805,0.0053547
2.41E-05,4.89E-05,1.52E-05
2.98E-05,3.82E-05,0.000133241
6.19E-05,1.25E-06,0.000162198
0.00254222,0.00305834,0.00460047
3.43E-05,5.66E-05,1.98E-05
7.24E-05,7.79E-05,0.000227056
3.83E-05,1.82E-07,9.47E-05
0.00332423,0.00368032,0.00545563
6.80E-05,5.49E-05,1.09E-05
8.17E-05,0.000143952,1.65E-05
0.000431375,1.28E-05,0.00046069
0.00274034,0.00444075,0.00301141
6.23E-05,4.31E-05,1.84E-05
7.58E-05,0.000116972,4.83E-05
0.00020041,7.05E-05,0.000328635
0.00249745,0.00363746,0.00369422
6.90E-05,3.66E-05,8.76E-06
0.000105542,0.000194904,3.95E-06
5.73E-05,0.000140404,9.03E-05
0.00290413,0.0043725,0.00322935
3.05E-05,1.99E-06,1.12E-05
8.57E-05,0.000156114,2.47E-05
8.14E-06,0.000668109,3.45E-05
0.00238477,0.00347713,0.00391347
4.90E-05,7.15E-10,5.58E-05
0.000138325,0.000242304,0.000153583
2.02E-05,0.000875101,0.000183964
0.00271279,0.00417337,0.00509805
6.66E-06,7.10E-06,6.47E-05
4.45E-06,1.93E-05,0.000258662
0.000118926,0.00132524,9.26E-05
0.000599017,0.00102078,0.00591668
1.39E-05,2.10E-05,8.41E-05
1.32E-05,3.75E-05,0.00040843
1.80E-05,0.00163385,0.000516151
0.000667589,0.00140029,0.00608549
1.81E-07,6.34E-05,0.000103854
